start,stop,status.time,ID,Country.Name,Threshold,doublingStart,doublingEnd,doublingTime,status,regime_bmr_owid,region,Education,EnergyUse,RuralPopulation,yearsSince1960,SecondaryEnrollment
15,16,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
16,17,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
17,18,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
18,19,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
19,20,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
20,21,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
21,22,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
22,23,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
23,24,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
24,25,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
25,26,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
26,27,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
27,28,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
28,29,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
29,30,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
30,31,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
31,32,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
32,33,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
33,34,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
34,35,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
35,36,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
36,37,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
37,38,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
38,39,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
39,40,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
40,41,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
41,42,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
42,43,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
43,44,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
44,45,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
45,46,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
46,47,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
47,48,0,21,Bolivia,Low-Mid Income,1973,2021,48,0,0,South America,NA,249.3251031,59.304,13,32.92008972
0,1,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
1,2,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
2,3,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
3,4,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
4,5,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
5,6,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
6,7,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
7,8,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
8,9,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
9,10,0,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
10,11,1,22,Bosnia and Herzegovina,Low-Mid Income,1997,2008,11,1,1,Europe,NA,721.1848279,58.558,37,NA
0,1,0,23,Bosnia and Herzegovina,Upper-Mid Income,2017,2021,4,0,1,Europe,NA,NA,52.124,57,NA
1,2,0,23,Bosnia and Herzegovina,Upper-Mid Income,2017,2021,4,0,1,Europe,NA,NA,52.124,57,NA
2,3,0,23,Bosnia and Herzegovina,Upper-Mid Income,2017,2021,4,0,1,Europe,NA,NA,52.124,57,NA
3,4,0,23,Bosnia and Herzegovina,Upper-Mid Income,2017,2021,4,0,1,Europe,NA,NA,52.124,57,NA
0,1,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
1,2,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
2,3,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
3,4,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
4,5,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
5,6,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
6,7,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
7,8,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
8,9,0,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
9,10,1,24,Botswana,Low Income,1973,1983,10,1,1,Africa,NA,NA,89.619,13,13.25841045
0,1,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
1,2,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
2,3,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
3,4,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
4,5,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
5,6,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
6,7,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
7,8,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
8,9,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
9,10,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
10,11,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
11,12,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
12,13,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
13,14,0,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
14,15,1,25,Botswana,Low-Mid Income,1982,1997,15,1,1,Africa,NA,821.5346172,80.511,22,NA
0,1,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
1,2,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
2,3,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
3,4,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
4,5,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
5,6,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
6,7,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
7,8,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
8,9,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
9,10,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
10,11,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
11,12,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
12,13,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
13,14,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
14,15,0,26,Botswana,Upper-Mid Income,2006,2021,15,0,1,Africa,NA,1050.642433,43.6,46,84.99632263
0,1,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
1,2,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
2,3,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
3,4,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
4,5,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
5,6,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
6,7,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
7,8,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
8,9,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
9,10,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
10,11,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
11,12,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
12,13,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
13,14,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
14,15,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
15,16,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
16,17,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
17,18,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
18,19,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
19,20,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
20,21,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
21,22,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
22,23,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
23,24,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
24,25,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
25,26,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
26,27,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
27,28,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
28,29,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
29,30,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
30,31,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
31,32,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
32,33,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
33,34,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
34,35,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
35,36,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
36,37,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
37,38,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
38,39,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
39,40,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
40,41,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
41,42,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
42,43,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
43,44,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
44,45,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
45,46,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
46,47,0,27,Brazil,Upper-Mid Income,1974,2021,47,0,0,South America,NA,833.1970106,40.174,14,NA
0,1,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
1,2,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
2,3,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
3,4,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
4,5,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
5,6,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
6,7,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
7,8,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
8,9,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
9,10,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
10,11,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
11,12,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
12,13,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
13,14,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
14,15,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
15,16,0,28,Bulgaria,Upper-Mid Income,2005,2021,16,0,1,Europe,NA,2597.896167,29.416,45,89.22805786
0,1,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
1,2,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
2,3,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
3,4,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
4,5,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
5,6,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
6,7,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
7,8,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
8,9,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
9,10,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
10,11,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
11,12,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
12,13,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
13,14,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
14,15,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
15,16,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
16,17,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
17,18,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
18,19,0,29,Cabo Verde,Low-Mid Income,2002,2021,19,0,1,NA,NA,NA,44.854,42,68.89408112
0,1,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
1,2,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
2,3,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
3,4,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
4,5,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
5,6,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
6,7,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
7,8,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
8,9,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
9,10,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
10,11,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
11,12,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
12,13,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
13,14,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
14,15,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
15,16,0,30,Chile,Developed,2005,2021,16,0,1,South America,NA,1752.728483,13.217,45,93.49674988
0,1,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
1,2,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
2,3,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
3,4,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
4,5,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
5,6,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
6,7,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
7,8,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
8,9,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
9,10,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
10,11,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
11,12,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
12,13,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
13,14,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
14,15,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
15,16,0,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
16,17,1,31,Chile,Upper-Mid Income,1989,2006,17,1,0,South America,NA,1004.110192,16.857,29,77.61585236
0,1,0,32,China,Developed,2019,2021,2,0,0,Asia,NA,NA,39.692,59,NA
1,2,0,32,China,Developed,2019,2021,2,0,0,Asia,NA,NA,39.692,59,NA
0,1,0,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
1,2,0,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
2,3,0,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
3,4,0,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
4,5,0,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
5,6,0,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
6,7,0,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
7,8,0,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
8,9,1,33,China,Low Income,1992,2001,9,1,0,Asia,NA,752.6286625,71.8,32,42.09880066
0,1,0,34,China,Low-Mid Income,1999,2007,8,1,0,Asia,NA,878.5245355,65.135,39,60.46417999
1,2,0,34,China,Low-Mid Income,1999,2007,8,1,0,Asia,NA,878.5245355,65.135,39,60.46417999
2,3,0,34,China,Low-Mid Income,1999,2007,8,1,0,Asia,NA,878.5245355,65.135,39,60.46417999
3,4,0,34,China,Low-Mid Income,1999,2007,8,1,0,Asia,NA,878.5245355,65.135,39,60.46417999
4,5,0,34,China,Low-Mid Income,1999,2007,8,1,0,Asia,NA,878.5245355,65.135,39,60.46417999
5,6,0,34,China,Low-Mid Income,1999,2007,8,1,0,Asia,NA,878.5245355,65.135,39,60.46417999
6,7,0,34,China,Low-Mid Income,1999,2007,8,1,0,Asia,NA,878.5245355,65.135,39,60.46417999
7,8,1,34,China,Low-Mid Income,1999,2007,8,1,0,Asia,NA,878.5245355,65.135,39,60.46417999
0,1,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
1,2,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
2,3,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
3,4,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
4,5,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
5,6,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
6,7,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
7,8,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
8,9,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
9,10,0,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
10,11,1,35,China,Upper-Mid Income,2009,2020,11,1,0,Asia,NA,1778.433519,52.12,49,85.45140839
0,1,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
1,2,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
2,3,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
3,4,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
4,5,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
5,6,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
6,7,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
7,8,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
8,9,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
9,10,0,36,Colombia,Low-Mid Income,1964,1995,31,1,1,South America,NA,NA,47.973,4,NA
